Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
158.046,TraderOne,Tick,859,874,-15,15,150600,150300,11524,-73624,-78124,OK
158.046,TraderTwo,Tick,0,10,-10,0,150600,150300,294,1468706,-37294,OK
158.046,TraderThree,Tick,130,107,23,107,150600,150300,6968,-19075568,470332,BREACH
158.281,TraderOne,Tick,859,874,-15,15,150600,150300,11524,-73624,-78124,OK
158.281,TraderTwo,Tick,0,10,-10,0,150600,150300,294,1468706,-37294,OK
158.281,TraderThree,Tick,130,107,23,107,150600,150300,6968,-19075568,470332,BREACH
158.484,TraderOne,Tick,859,874,-15,15,150500,150300,11524,-73624,-76624,OK
158.484,TraderTwo,Tick,0,10,-10,0,150500,150300,294,1468706,-36294,OK
158.484,TraderThree,Tick,130,107,23,107,150500,150300,6968,-19075568,468032,BREACH
158.765,TraderOne,Tick,859,874,-15,15,150500,150300,11524,-73624,-76624,OK
158.765,TraderTwo,Tick,0,10,-10,0,150500,150300,294,1468706,-36294,OK
158.765,TraderThree,Tick,130,107,23,107,150500,150300,6968,-19075568,468032,BREACH
159.031,TraderOne,Tick,869,874,-5,5,150600,150400,11825,-75925,-76925,OK
159.031,TraderTwo,Tick,0,10,-10,0,150600,150400,294,1468706,-37294,OK
159.031,TraderThree,Tick,130,107,23,107,150600,150400,6968,-19075568,481032,BREACH
159.25,TraderOne,Tick,869,884,-15,15,150500,150400,12126,-75226,-76726,OK
159.25,TraderTwo,Tick,0,10,-10,0,150500,150400,294,1468706,-36294,OK
159.25,TraderThree,Tick,130,107,23,107,150500,150400,6968,-19075568,478732,BREACH
159.515,TraderOne,Tick,869,884,-15,15,150500,150400,12126,-75226,-76726,OK
159.515,TraderTwo,Tick,0,10,-10,0,150500,150400,294,1468706,-36294,OK
159.515,TraderThree,Tick,130,107,23,107,150500,150400,6968,-19075568,478732,BREACH
159.796,TraderOne,Tick,878,884,-6,6,150600,150400,12397,-77297,-78497,OK
159.796,TraderTwo,Tick,0,10,-10,0,150600,150400,294,1468706,-37294,OK
159.796,TraderThree,Tick,130,107,23,107,150600,150400,6968,-19075568,481032,BREACH
160.046,TraderOne,Tick,878,884,-6,6,150600,150400,12397,-77297,-78497,OK
160.046,TraderTwo,Tick,0,10,-10,0,150600,150400,294,1468706,-37294,OK
160.046,TraderThree,Tick,130,107,23,107,150600,150400,6968,-19075568,481032,BREACH
160.218,TraderOne,Tick,878,886,-8,6,150700,150400,12367,224133,-79067,OK
160.218,TraderTwo,Tick,0,10,-10,0,150700,150400,294,1468706,-38294,OK
160.218,TraderThree,Tick,130,107,23,107,150700,150400,6968,-19075568,483332,BREACH
160.468,TraderOne,Tick,878,892,-14,8,150600,150400,12277,826823,-78377,OK
160.468,TraderTwo,Tick,0,10,-10,0,150600,150400,294,1468706,-37294,OK
160.468,TraderThree,Tick,130,107,23,107,150600,150400,6968,-19075568,481032,BREACH
160.796,TraderOne,Tick,878,892,-14,14,150600,150200,12277,-75577,-79777,OK
160.796,TraderTwo,Tick,0,10,-10,0,150600,150200,294,1468706,-36294,OK
160.796,TraderThree,Tick,130,107,23,107,150600,150200,6968,-19075568,457332,BREACH
160.968,TraderOne,Tick,878,900,-22,22,150500,150200,12518,-73418,-80018,OK
160.968,TraderTwo,Tick,0,10,-10,0,150500,150200,294,1468706,-36294,OK
160.968,TraderThree,Tick,130,107,23,107,150500,150200,6968,-19075568,457332,BREACH
161.281,TraderOne,Tick,878,900,-22,22,150500,150200,12518,-73418,-80018,OK
161.281,TraderTwo,Tick,0,10,-10,0,150500,150200,294,1468706,-36294,OK
161.281,TraderThree,Tick,130,107,23,107,150500,150200,6968,-19075568,457332,BREACH
161.5,TraderOne,Tick,878,900,-22,22,150500,150200,12518,-73418,-80018,OK
161.5,TraderTwo,Tick,0,10,-10,0,150500,150200,294,1468706,-36294,OK
161.5,TraderThree,Tick,130,107,23,107,150500,150200,6968,-19075568,457332,BREACH
161.812,TraderOne,Tick,878,900,-22,22,150500,150200,12518,-73418,-80018,OK
161.812,TraderTwo,Tick,0,10,-10,0,150500,150200,294,1468706,-36294,OK
161.812,TraderThree,Tick,130,107,23,107,150500,150200,6968,-19075568,457332,BREACH
162.046,TraderOne,Tick,878,900,-22,22,150500,150200,12518,-73418,-80018,OK
162.046,TraderTwo,Tick,0,10,-10,0,150500,150200,294,1468706,-36294,OK
162.046,TraderThree,Tick,130,107,23,107,150500,150200,6968,-19075568,457332,BREACH
162.296,TraderOne,Tick,888,900,-12,12,150800,150800,12820,-76720,-76720,OK
162.296,TraderTwo,Tick,0,10,-10,0,150800,150800,294,1468706,-39294,OK
162.296,TraderThree,Tick,130,107,23,107,150800,150800,6968,-19075568,528432,BREACH
162.5,TraderOne,Tick,888,900,-12,12,150800,150800,12820,-76720,-76720,OK
162.5,TraderTwo,Tick,0,10,-10,0,150800,150800,294,1468706,-39294,OK
162.5,TraderThree,Tick,130,107,23,107,150800,150800,6968,-19075568,528432,BREACH
162.781,TraderOne,Tick,888,900,-12,12,150800,150700,12820,-76720,-77920,OK
162.781,TraderTwo,Tick,0,10,-10,0,150800,150700,294,1468706,-39294,OK
162.781,TraderThree,Tick,130,107,23,107,150800,150700,6968,-19075568,517732,BREACH
163.0,TraderOne,Tick,888,900,-12,12,150800,150700,12820,-76720,-77920,OK
163.0,TraderTwo,Tick,0,10,-10,0,150800,150700,294,1468706,-39294,OK
163.0,TraderThree,Tick,130,107,23,107,150800,150700,6968,-19075568,517732,BREACH
163.234,TraderOne,Tick,889,900,-11,12,150800,150600,12805,-227505,-79105,OK
163.234,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
163.234,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
163.5,TraderOne,Tick,889,900,-11,11,150800,150800,12805,-76805,-76805,OK
163.5,TraderTwo,Tick,0,10,-10,0,150800,150800,294,1468706,-39294,OK
163.5,TraderThree,Tick,130,107,23,107,150800,150800,6968,-19075568,528432,BREACH
163.796,TraderOne,Tick,889,900,-11,11,150800,150800,12805,-76805,-76805,OK
163.796,TraderTwo,Tick,0,10,-10,0,150800,150800,294,1468706,-39294,OK
163.796,TraderThree,Tick,130,107,23,107,150800,150800,6968,-19075568,528432,BREACH
164.0,TraderOne,Tick,889,900,-11,11,150800,150800,12805,-76805,-76805,OK
164.0,TraderTwo,Tick,0,10,-10,0,150800,150800,294,1468706,-39294,OK
164.0,TraderThree,Tick,130,107,23,107,150800,150800,6968,-19075568,528432,BREACH
164.234,TraderOne,Tick,899,900,-1,1,151000,151000,13107,-79107,-79107,OK
164.234,TraderTwo,Tick,0,10,-10,0,151000,151000,294,1468706,-41294,OK
164.234,TraderThree,Tick,130,107,23,107,151000,151000,6968,-19075568,554432,BREACH
164.484,TraderOne,Tick,899,900,-1,1,151000,151000,13107,-79107,-79107,OK
164.484,TraderTwo,Tick,0,10,-10,0,151000,151000,294,1468706,-41294,OK
164.484,TraderThree,Tick,130,107,23,107,151000,151000,6968,-19075568,554432,BREACH
164.781,TraderOne,Tick,899,902,-3,3,151000,150900,13077,-79077,-79377,OK
164.781,TraderTwo,Tick,0,10,-10,0,151000,150900,294,1468706,-41294,OK
164.781,TraderThree,Tick,130,107,23,107,151000,150900,6968,-19075568,543732,BREACH
164.953,TraderOne,Tick,899,902,-3,3,151000,150900,13077,-79077,-79377,OK
164.953,TraderTwo,Tick,0,10,-10,0,151000,150900,294,1468706,-41294,OK
164.953,TraderThree,Tick,130,107,23,107,151000,150900,6968,-19075568,543732,BREACH
165.265,TraderOne,Tick,899,902,-3,3,151000,151000,13077,-79077,-79077,OK
165.265,TraderTwo,Tick,0,10,-10,0,151000,151000,294,1468706,-41294,OK
165.265,TraderThree,Tick,130,107,23,107,151000,151000,6968,-19075568,554432,BREACH
165.5,TraderOne,Tick,899,912,-13,13,151400,151000,12926,-77926,-81826,OK
165.5,TraderTwo,Tick,0,10,-10,0,151400,151000,294,1468706,-44294,OK
165.5,TraderThree,Tick,130,107,23,107,151400,151000,6968,-19075568,561332,BREACH
165.75,TraderOne,Tick,899,912,-13,13,151400,151000,12926,-77926,-81826,OK
165.75,TraderTwo,Tick,0,10,-10,0,151400,151000,294,1468706,-44294,OK
165.75,TraderThree,Tick,130,107,23,107,151400,151000,6968,-19075568,561332,BREACH
166.062,TraderOne,Tick,899,912,-13,13,151400,151000,12926,-77926,-81826,OK
166.062,TraderTwo,Tick,0,10,-10,0,151400,151000,294,1468706,-44294,OK
166.062,TraderThree,Tick,130,107,23,107,151400,151000,6968,-19075568,561332,BREACH
166.296,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
166.296,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
166.296,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
166.546,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
166.546,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
166.546,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
166.75,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
166.75,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
166.75,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
167.015,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
167.015,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
167.015,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
167.296,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
167.296,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
167.296,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
167.578,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
167.578,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
167.578,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
167.703,TraderOne,Tick,899,912,-13,13,151400,151100,12926,-77926,-81826,OK
167.703,TraderTwo,Tick,0,10,-10,0,151400,151100,294,1468706,-45294,OK
167.703,TraderThree,Tick,130,107,23,107,151400,151100,6968,-19075568,574332,BREACH
168.0,TraderOne,Tick,899,912,-13,13,151500,151100,12926,-77926,-81826,OK
168.0,TraderTwo,Tick,0,10,-10,0,151500,151100,294,1468706,-45294,OK
168.0,TraderThree,Tick,130,107,23,107,151500,151100,6968,-19075568,574332,BREACH
168.234,TraderOne,Tick,899,912,-13,13,151500,151100,12926,-77926,-81826,OK
168.234,TraderTwo,Tick,0,10,-10,0,151500,151100,294,1468706,-45294,OK
168.234,TraderThree,Tick,130,107,23,107,151500,151100,6968,-19075568,574332,BREACH
168.578,TraderOne,Tick,899,912,-13,13,151500,151100,12926,-77926,-81826,OK
168.578,TraderTwo,Tick,0,10,-10,0,151500,151100,294,1468706,-45294,OK
168.578,TraderThree,Tick,130,107,23,107,151500,151100,6968,-19075568,574332,BREACH
168.812,TraderOne,Tick,899,912,-13,13,151500,151100,12926,-77926,-81826,OK
168.812,TraderTwo,Tick,0,10,-10,0,151500,151100,294,1468706,-45294,OK
168.812,TraderThree,Tick,130,107,23,107,151500,151100,6968,-19075568,574332,BREACH
169.046,TraderOne,Tick,899,912,-13,13,151500,151100,12926,-77926,-81826,OK
169.046,TraderTwo,Tick,0,10,-10,0,151500,151100,294,1468706,-45294,OK
169.046,TraderThree,Tick,130,107,23,107,151500,151100,6968,-19075568,574332,BREACH
169.25,TraderOne,Tick,899,922,-23,23,151100,150500,12775,-75775,-82675,OK
169.25,TraderTwo,Tick,0,10,-10,0,151100,150500,294,1468706,-39294,OK
169.25,TraderThree,Tick,130,107,23,107,151100,150500,6968,-19075568,496332,BREACH
169.484,TraderOne,Tick,899,922,-23,23,151100,150500,12775,-75775,-82675,OK
169.484,TraderTwo,Tick,0,10,-10,0,151100,150500,294,1468706,-39294,OK
169.484,TraderThree,Tick,130,107,23,107,151100,150500,6968,-19075568,496332,BREACH
169.796,TraderOne,Tick,899,922,-23,23,151100,150800,12775,-75775,-82675,OK
169.796,TraderTwo,Tick,0,10,-10,0,151100,150800,294,1468706,-42294,OK
169.796,TraderThree,Tick,130,107,23,107,151100,150800,6968,-19075568,535332,BREACH
170.046,TraderOne,Tick,909,922,-13,13,151000,150700,13077,-79077,-82977,OK
170.046,TraderTwo,Tick,0,10,-10,0,151000,150700,294,1468706,-41294,OK
170.046,TraderThree,Tick,130,107,23,107,151000,150700,6968,-19075568,522332,BREACH
170.203,TraderOne,Tick,909,922,-13,13,151000,150700,13077,-79077,-82977,OK
170.203,TraderTwo,Tick,0,10,-10,0,151000,150700,294,1468706,-41294,OK
170.203,TraderThree,Tick,130,107,23,107,151000,150700,6968,-19075568,522332,BREACH
170.5,TraderOne,Tick,909,922,-13,13,151000,150700,13077,-79077,-82977,OK
170.5,TraderTwo,Tick,0,10,-10,0,151000,150700,294,1468706,-41294,OK
170.5,TraderThree,Tick,130,107,23,107,151000,150700,6968,-19075568,522332,BREACH
170.781,TraderOne,Tick,909,922,-13,13,151000,150500,13077,-79077,-82977,OK
170.781,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
170.781,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
171.046,TraderOne,Tick,909,922,-13,13,151000,150500,13077,-79077,-82977,OK
171.046,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
171.046,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
171.312,TraderOne,Tick,909,922,-13,13,151000,150500,13077,-79077,-82977,OK
171.312,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
171.312,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
171.468,TraderOne,Tick,909,922,-13,13,151000,150500,13077,-79077,-82977,OK
171.468,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
171.468,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
171.765,TraderOne,Tick,923,922,1,9,150400,150500,12866,-1586266,-81366,OK
171.765,TraderTwo,Tick,0,10,-10,0,150400,150500,294,1468706,-35294,OK
171.765,TraderThree,Tick,130,107,23,107,150400,150500,6968,-19075568,487132,BREACH
172.062,TraderOne,Tick,923,932,-9,9,151200,150500,12715,-81115,-83815,OK
172.062,TraderTwo,Tick,0,10,-10,0,151200,150500,294,1468706,-39294,OK
172.062,TraderThree,Tick,130,107,23,107,151200,150500,6968,-19075568,496332,BREACH
172.265,TraderOne,Tick,923,932,-9,9,151200,150500,12715,-81115,-83815,OK
172.265,TraderTwo,Tick,0,10,-10,0,151200,150500,294,1468706,-39294,OK
172.265,TraderThree,Tick,130,107,23,107,151200,150500,6968,-19075568,496332,BREACH
172.484,TraderOne,Tick,923,932,-9,9,151200,150500,12715,-81115,-83815,OK
172.484,TraderTwo,Tick,0,10,-10,0,151200,150500,294,1468706,-39294,OK
172.484,TraderThree,Tick,130,107,23,107,151200,150500,6968,-19075568,496332,BREACH
172.718,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
172.718,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
172.718,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
173.0,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
173.0,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
173.0,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
173.296,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
173.296,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
173.296,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
173.453,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
173.453,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
173.453,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
173.75,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
173.75,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
173.75,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
173.984,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
173.984,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
173.984,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
174.25,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
174.25,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
174.25,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
174.515,TraderOne,Tick,923,942,-19,19,151000,150500,12564,-79964,-85664,OK
174.515,TraderTwo,Tick,0,10,-10,0,151000,150500,294,1468706,-39294,OK
174.515,TraderThree,Tick,130,107,23,107,151000,150500,6968,-19075568,496332,BREACH
174.796,TraderOne,Tick,923,942,-19,19,151000,150600,12564,-79964,-85664,OK
174.796,TraderTwo,Tick,0,10,-10,0,151000,150600,294,1468706,-40294,OK
174.796,TraderThree,Tick,130,107,23,107,151000,150600,6968,-19075568,509332,BREACH
174.968,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
174.968,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
174.968,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
175.296,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
175.296,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
175.296,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
175.453,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
175.453,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
175.453,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
175.765,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
175.765,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
175.765,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
176.031,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
176.031,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
176.031,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
176.25,TraderOne,Tick,933,942,-9,9,150800,150600,12866,-82266,-84066,OK
176.25,TraderTwo,Tick,0,10,-10,0,150800,150600,294,1468706,-39294,OK
176.25,TraderThree,Tick,130,107,23,107,150800,150600,6968,-19075568,507032,BREACH
176.546,TraderOne,Tick,943,942,1,-1,150700,150600,12715,-83115,-83015,OK
176.546,TraderTwo,Tick,0,10,-10,0,150700,150600,294,1468706,-38294,OK
176.546,TraderThree,Tick,130,107,23,107,150700,150600,6968,-19075568,504732,BREACH
176.765,TraderOne,Tick,943,942,1,-1,150700,150600,12715,-83115,-83015,OK
176.765,TraderTwo,Tick,0,10,-10,0,150700,150600,294,1468706,-38294,OK
176.765,TraderThree,Tick,130,107,23,107,150700,150600,6968,-19075568,504732,BREACH
177.0,TraderOne,Tick,943,942,1,-1,150700,150600,12715,-83115,-83015,OK
177.0,TraderTwo,Tick,0,10,-10,0,150700,150600,294,1468706,-38294,OK
177.0,TraderThree,Tick,130,107,23,107,150700,150600,6968,-19075568,504732,BREACH
177.234,TraderOne,Tick,943,942,1,-1,150700,150600,12715,-83115,-83015,OK
177.234,TraderTwo,Tick,0,10,-10,0,150700,150600,294,1468706,-38294,OK
177.234,TraderThree,Tick,130,107,23,107,150700,150600,6968,-19075568,504732,BREACH
177.546,TraderOne,Tick,943,952,-9,9,151200,150600,12564,-82964,-85664,OK
177.546,TraderTwo,Tick,0,10,-10,0,151200,150600,294,1468706,-40294,OK
177.546,TraderThree,Tick,130,107,23,107,151200,150600,6968,-19075568,509332,BREACH
177.843,TraderOne,Tick,943,952,-9,9,151200,150300,12564,-82964,-85664,OK
177.843,TraderTwo,Tick,0,10,-10,0,151200,150300,294,1468706,-37294,OK
177.843,TraderThree,Tick,130,107,23,107,151200,150300,6968,-19075568,470332,BREACH
178.046,TraderOne,Tick,943,952,-9,9,151200,150300,12564,-82964,-85664,OK
178.046,TraderTwo,Tick,0,10,-10,0,151200,150300,294,1468706,-37294,OK
178.046,TraderThree,Tick,130,107,23,107,151200,150300,6968,-19075568,470332,BREACH
178.312,TraderOne,Tick,943,952,-9,9,151200,150300,12564,-82964,-85664,OK
178.312,TraderTwo,Tick,0,10,-10,0,151200,150300,294,1468706,-37294,OK
178.312,TraderThree,Tick,130,107,23,107,151200,150300,6968,-19075568,470332,BREACH
178.5,TraderOne,Tick,943,952,-9,9,151200,150200,12564,-82964,-85664,OK
178.5,TraderTwo,Tick,0,10,-10,0,151200,150200,294,1468706,-36294,OK
178.5,TraderThree,Tick,130,107,23,107,151200,150200,6968,-19075568,457332,BREACH
178.718,TraderOne,Tick,943,962,-19,19,150400,150200,12865,-81265,-85065,OK
178.718,TraderTwo,Tick,0,10,-10,0,150400,150200,294,1468706,-35294,OK
178.718,TraderThree,Tick,130,107,23,107,150400,150200,6968,-19075568,455032,BREACH
179.046,TraderOne,Tick,943,972,-29,29,150400,150200,13166,-79566,-85366,OK
179.046,TraderTwo,Tick,0,10,-10,0,150400,150200,294,1468706,-35294,OK
179.046,TraderThree,Tick,130,107,23,107,150400,150200,6968,-19075568,455032,BREACH
179.25,TraderOne,Tick,943,972,-29,29,150400,150200,13166,-79566,-85366,OK
179.25,TraderTwo,Tick,0,10,-10,0,150400,150200,294,1468706,-35294,OK
179.25,TraderThree,Tick,130,107,23,107,150400,150200,6968,-19075568,455032,BREACH
179.5,TraderOne,Tick,943,972,-29,29,150400,149900,13166,-79566,-88266,OK
179.5,TraderTwo,Tick,0,10,-10,0,150400,149900,294,1468706,-33294,OK
179.5,TraderThree,Tick,130,107,23,107,150400,149900,6968,-19075568,418332,BREACH
179.765,TraderOne,Tick,943,972,-29,29,150400,149900,13166,-79566,-88266,OK
179.765,TraderTwo,Tick,0,10,-10,0,150400,149900,294,1468706,-33294,OK
179.765,TraderThree,Tick,130,107,23,107,150400,149900,6968,-19075568,418332,BREACH
180.046,TraderOne,Tick,943,972,-29,29,150100,149900,13166,-79566,-85366,OK
180.046,TraderTwo,Tick,0,10,-10,0,150100,149900,294,1468706,-32294,OK
180.046,TraderThree,Tick,130,107,23,107,150100,149900,6968,-19075568,416032,BREACH
180.234,TraderOne,Tick,952,982,-30,30,150100,149800,12881,-78981,-87981,OK
180.234,TraderTwo,Tick,0,10,-10,0,150100,149800,294,1468706,-32294,OK
180.234,TraderThree,Tick,130,107,23,107,150100,149800,6968,-19075568,405332,BREACH
180.453,TraderOne,Tick,952,982,-30,30,150100,149800,12881,-78981,-87981,OK
180.453,TraderTwo,Tick,0,10,-10,0,150100,149800,294,1468706,-32294,OK
180.453,TraderThree,Tick,130,107,23,107,150100,149800,6968,-19075568,405332,BREACH
180.781,TraderOne,Tick,952,982,-30,30,150100,149900,12881,-78981,-84981,OK
180.781,TraderTwo,Tick,0,10,-10,0,150100,149900,294,1468706,-32294,OK
180.781,TraderThree,Tick,130,107,23,107,150100,149900,6968,-19075568,416032,BREACH
180.968,TraderOne,Tick,952,982,-30,30,150100,149900,12881,-78981,-84981,OK
180.968,TraderTwo,Tick,0,10,-10,0,150100,149900,294,1468706,-32294,OK
180.968,TraderThree,Tick,130,107,23,107,150100,149900,6968,-19075568,416032,BREACH
181.375,TraderOne,Tick,952,982,-30,30,150100,150000,12881,-78981,-81981,OK
181.375,TraderTwo,Tick,0,10,-10,0,150100,150000,294,1468706,-32294,OK
181.375,TraderThree,Tick,130,107,23,107,150100,150000,6968,-19075568,426732,BREACH
181.5,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
181.5,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
181.5,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
181.75,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
181.75,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
181.75,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
181.953,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
181.953,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
181.953,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
182.25,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
182.25,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
182.25,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
182.531,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
182.531,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
182.531,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
182.796,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
182.796,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
182.796,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
183.015,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
183.015,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
183.015,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
183.234,TraderOne,Tick,962,982,-20,20,149700,149900,12731,-82831,-78831,OK
183.234,TraderTwo,Tick,0,10,-10,0,149700,149900,294,1468706,-28294,OK
183.234,TraderThree,Tick,130,107,23,107,149700,149900,6968,-19075568,406832,BREACH
183.515,TraderOne,Tick,962,982,-20,20,149700,150000,12731,-82831,-76831,OK
183.515,TraderTwo,Tick,0,10,-10,0,149700,150000,294,1468706,-28294,OK
183.515,TraderThree,Tick,130,107,23,107,149700,150000,6968,-19075568,417532,BREACH
183.734,TraderOne,Tick,972,982,-10,10,150100,150000,12581,-84681,-85681,OK
183.734,TraderTwo,Tick,0,10,-10,0,150100,150000,294,1468706,-32294,OK
183.734,TraderThree,Tick,130,107,23,107,150100,150000,6968,-19075568,426732,BREACH
184.062,TraderOne,Tick,975,982,-7,7,150100,150000,12536,-84936,-85636,OK
184.062,TraderTwo,Tick,0,10,-10,0,150100,150000,294,1468706,-32294,OK
184.062,TraderThree,Tick,130,107,23,107,150100,150000,6968,-19075568,426732,BREACH
184.234,TraderOne,Tick,975,982,-7,7,150100,149700,12536,-84936,-86336,OK
184.234,TraderTwo,Tick,0,10,-10,0,150100,149700,294,1468706,-30294,OK
184.234,TraderThree,Tick,130,107,23,107,150100,149700,6968,-19075568,390032,BREACH
184.484,TraderOne,Tick,975,982,-7,7,150100,149700,12536,-84936,-86336,OK
184.484,TraderTwo,Tick,0,10,-10,0,150100,149700,294,1468706,-30294,OK
184.484,TraderThree,Tick,130,107,23,107,150100,149700,6968,-19075568,390032,BREACH
